epsilon1 epsilon2 fB
-0.709 5.000 0.90
-0.700 1.000 0.90
-0.700 1.040 0.90
-0.700 1.081 0.90
-0.700 1.121 0.90
-0.700 1.162 0.90
-0.700 1.202 0.90
-0.700 1.242 0.90
-0.700 1.283 0.90
-0.700 1.323 0.90
-0.700 1.364 0.90
-0.700 1.404 0.90
-0.700 1.444 0.90
-0.700 1.485 0.90
-0.700 1.525 0.90
-0.700 1.566 0.90
-0.700 1.606 0.90
-0.700 1.646 0.90
-0.700 1.687 0.90
-0.700 1.727 0.90
-0.700 1.768 0.90
-0.700 1.808 0.90
-0.700 1.848 0.90
-0.700 1.889 0.90
-0.700 1.929 0.90
-0.700 1.970 0.90
-0.700 2.010 0.90
-0.700 2.051 0.90
-0.700 2.091 0.90
-0.700 2.131 0.90
-0.700 2.172 0.90
-0.700 2.212 0.90
-0.700 2.253 0.90
-0.700 2.293 0.90
-0.700 2.333 0.90
-0.700 2.374 0.90
-0.700 2.414 0.90
-0.700 2.455 0.90
-0.700 2.495 0.90
-0.700 2.535 0.90
-0.700 2.576 0.90
-0.700 2.616 0.90
-0.700 2.657 0.90
-0.700 2.697 0.90
-0.700 2.737 0.90
-0.700 2.778 0.90
-0.700 2.818 0.90
-0.700 2.859 0.90
-0.700 2.899 0.90
-0.700 2.939 0.90
-0.700 2.980 0.90
-0.700 3.020 0.90
-0.700 3.061 0.90
-0.700 3.101 0.90
-0.700 3.141 0.90
-0.700 3.182 0.90
-0.700 3.222 0.90
-0.700 3.263 0.90
-0.700 3.303 0.90
-0.700 3.343 0.90
-0.700 3.384 0.90
-0.700 3.424 0.90
-0.700 3.465 0.90
-0.700 3.505 0.90
-0.700 3.545 0.90
-0.700 3.586 0.90
-0.700 3.626 0.90
-0.700 3.667 0.90
-0.700 3.707 0.90
-0.700 3.747 0.90
-0.700 3.788 0.90
-0.700 3.828 0.90
-0.700 3.869 0.90
-0.700 3.909 0.90
-0.700 3.949 0.90
-0.700 3.990 0.90
-0.700 4.030 0.90
-0.700 4.071 0.90
-0.700 4.111 0.90
-0.700 4.152 0.90
-0.700 4.192 0.90
-0.700 4.232 0.90
-0.700 4.273 0.90
-0.700 4.313 0.90
-0.700 4.354 0.90
-0.700 4.394 0.90
-0.700 4.434 0.90
-0.700 4.475 0.90
-0.700 4.515 0.90
-0.700 4.556 0.90
-0.700 4.596 0.90
-0.700 4.636 0.90
-0.700 4.677 0.90
-0.700 4.717 0.90
-0.700 4.758 0.90
-0.700 4.798 0.90
-0.700 4.838 0.90
-0.700 4.879 0.90
-0.700 4.919 0.90
-0.700 4.960 0.90
-0.700 5.000 0.90
-0.691 1.000 0.90
-0.691 1.040 0.90
-0.691 1.081 0.90
-0.691 1.121 0.90
-0.691 1.162 0.90
-0.691 1.202 0.90
-0.691 1.242 0.90
-0.691 1.283 0.90
-0.691 1.323 0.90
-0.691 1.364 0.90
-0.691 1.404 0.90
-0.691 1.444 0.90
-0.691 1.485 0.90
-0.691 1.525 0.90
-0.691 1.566 0.90
-0.691 1.606 0.90
-0.691 1.646 0.90
-0.691 1.687 0.90
-0.691 1.727 0.90
-0.691 1.768 0.90
-0.691 1.808 0.90
-0.691 1.848 0.90
-0.691 1.889 0.90
-0.691 1.929 0.90
-0.691 1.970 0.90
-0.691 2.010 0.90
-0.691 2.051 0.90
-0.691 2.091 0.90
-0.691 2.131 0.90
-0.691 2.172 0.90
-0.691 2.212 0.90
-0.691 2.253 0.90
-0.691 2.293 0.90
-0.691 2.333 0.90
-0.691 2.374 0.90
-0.691 2.414 0.90
-0.691 2.455 0.90
-0.691 2.495 0.90
-0.691 2.535 0.90
-0.691 2.576 0.90
-0.691 2.616 0.90
-0.691 2.657 0.90
-0.691 2.697 0.90
-0.691 2.737 0.90
-0.691 2.778 0.90
-0.691 2.818 0.90
-0.691 2.859 0.90
-0.691 2.899 0.90
-0.691 2.939 0.90
-0.691 2.980 0.90
-0.691 3.020 0.90
-0.691 3.061 0.90
-0.691 3.101 0.90
-0.691 3.141 0.90
-0.691 3.182 0.90
-0.691 3.222 0.90
-0.691 3.263 0.90
-0.691 3.303 0.90
-0.691 3.343 0.90
-0.691 3.384 0.90
-0.691 3.424 0.90
-0.691 3.465 0.90
-0.691 3.505 0.90
-0.691 3.545 0.90
-0.691 3.586 0.90
-0.691 3.626 0.90
-0.691 3.667 0.90
-0.691 3.707 0.90
-0.691 3.747 0.90
-0.691 3.788 0.90
-0.691 3.828 0.90
-0.691 3.869 0.90
-0.691 3.909 0.90
-0.691 3.949 0.90
-0.691 3.990 0.90
-0.691 4.030 0.90
-0.691 4.071 0.90
-0.691 4.111 0.90
-0.691 4.152 0.90
-0.691 4.192 0.90
-0.691 4.232 0.90
-0.691 4.273 0.90
-0.691 4.313 0.90
-0.691 4.354 0.90
-0.691 4.394 0.90
-0.691 4.434 0.90
-0.691 4.475 0.90
-0.691 4.515 0.90
-0.691 4.556 0.90
-0.691 4.596 0.90
-0.691 4.636 0.90
-0.691 4.677 0.90
-0.691 4.717 0.90
-0.691 4.758 0.90
-0.691 4.798 0.90
-0.691 4.838 0.90
-0.691 4.879 0.90
-0.691 4.919 0.90
-0.691 4.960 0.90
-0.691 5.000 0.90
-0.682 1.000 0.90
-0.682 1.040 0.90
-0.682 1.081 0.90
-0.682 1.121 0.90
-0.682 1.162 0.90
-0.682 1.202 0.90
-0.682 1.242 0.90
-0.682 1.283 0.90
-0.682 1.323 0.90
-0.682 1.364 0.90
-0.682 1.404 0.90
-0.682 1.444 0.90
-0.682 1.485 0.90
-0.682 1.525 0.90
-0.682 1.566 0.90
-0.682 1.606 0.90
-0.682 1.646 0.90
-0.682 1.687 0.90
-0.682 1.727 0.90
-0.682 1.768 0.90
-0.682 1.808 0.90
-0.682 1.848 0.90
-0.682 1.889 0.90
-0.682 1.929 0.90
-0.682 1.970 0.90
-0.682 2.010 0.90
-0.682 2.051 0.90
-0.682 2.091 0.90
-0.682 2.131 0.90
-0.682 2.172 0.90
-0.682 2.212 0.90
-0.682 2.253 0.90
-0.682 2.293 0.90
-0.682 2.333 0.90
-0.682 2.374 0.90
-0.682 2.414 0.90
-0.682 2.455 0.90
-0.682 2.495 0.90
-0.682 2.535 0.90
-0.682 2.576 0.90
-0.682 2.616 0.90
-0.682 2.657 0.90
-0.682 2.697 0.90
-0.682 2.737 0.90
-0.682 2.778 0.90
-0.682 2.818 0.90
-0.682 2.859 0.90
-0.682 2.899 0.90
-0.682 2.939 0.90
-0.682 2.980 0.90
-0.682 3.020 0.90
-0.682 3.061 0.90
-0.682 3.101 0.90
-0.682 3.141 0.90
-0.682 3.182 0.90
-0.682 3.222 0.90
-0.682 3.263 0.90
-0.682 3.303 0.90
-0.682 3.343 0.90
-0.682 3.384 0.90
-0.682 3.424 0.90
-0.682 3.465 0.90
-0.682 3.505 0.90
-0.682 3.545 0.90
-0.682 3.586 0.90
-0.682 3.626 0.90
-0.682 3.667 0.90
-0.682 3.707 0.90
-0.682 3.747 0.90
-0.682 3.788 0.90
-0.682 3.828 0.90
-0.682 3.869 0.90
-0.682 3.909 0.90
-0.682 3.949 0.90
-0.682 3.990 0.90
-0.682 4.030 0.90
-0.682 4.071 0.90
-0.682 4.111 0.90
-0.682 4.152 0.90
-0.682 4.192 0.90
-0.682 4.232 0.90
-0.682 4.273 0.90
-0.682 4.313 0.90
-0.682 4.354 0.90
-0.682 4.394 0.90
-0.682 4.434 0.90
-0.682 4.475 0.90
-0.682 4.515 0.90
-0.682 4.556 0.90
-0.682 4.596 0.90
-0.682 4.636 0.90
-0.682 4.677 0.90
-0.682 4.717 0.90
-0.682 4.758 0.90
-0.682 4.798 0.90
-0.682 4.838 0.90
-0.682 4.879 0.90
-0.682 4.919 0.90
-0.682 4.960 0.90
-0.682 5.000 0.90
-0.673 1.000 0.90
-0.673 1.040 0.90
-0.673 1.081 0.90
-0.673 1.121 0.90
-0.673 1.162 0.90
-0.673 1.202 0.90
-0.673 1.242 0.90
-0.673 1.283 0.90
-0.673 1.323 0.90
-0.673 1.364 0.90
-0.673 1.404 0.90
-0.673 1.444 0.90
-0.673 1.485 0.90
-0.673 1.525 0.90
-0.673 1.566 0.90
-0.673 1.606 0.90
-0.673 1.646 0.90
-0.673 1.687 0.90
-0.673 1.727 0.90
-0.673 1.768 0.90
-0.673 1.808 0.90
-0.673 1.848 0.90
-0.673 1.889 0.90
-0.673 1.929 0.90
-0.673 1.970 0.90
-0.673 2.010 0.90
-0.673 2.051 0.90
-0.673 2.091 0.90
-0.673 2.131 0.90
-0.673 2.172 0.90
-0.673 2.212 0.90
-0.673 2.253 0.90
-0.673 2.293 0.90
-0.673 2.333 0.90
-0.673 2.374 0.90
-0.673 2.414 0.90
-0.673 2.455 0.90
-0.673 2.495 0.90
-0.673 2.535 0.90
-0.673 2.576 0.90
-0.673 2.616 0.90
-0.673 2.657 0.90
-0.673 2.697 0.90
-0.673 2.737 0.90
-0.673 2.778 0.90
-0.673 2.818 0.90
-0.673 2.859 0.90
-0.673 2.899 0.90
-0.673 2.939 0.90
-0.673 2.980 0.90
-0.673 3.020 0.90
-0.673 3.061 0.90
-0.673 3.101 0.90
-0.673 3.141 0.90
-0.673 3.182 0.90
-0.673 3.222 0.90
-0.673 3.263 0.90
-0.673 3.303 0.90
-0.673 3.343 0.90
-0.673 3.384 0.90
-0.673 3.424 0.90
-0.673 3.465 0.90
-0.673 3.505 0.90
-0.673 3.545 0.90
-0.673 3.586 0.90
-0.673 3.626 0.90
-0.673 3.667 0.90
-0.673 3.707 0.90
-0.673 3.747 0.90
-0.673 3.788 0.90
-0.673 3.828 0.90
-0.673 3.869 0.90
-0.673 3.909 0.90
-0.673 3.949 0.90
-0.673 3.990 0.90
-0.673 4.030 0.90
-0.673 4.071 0.90
-0.673 4.111 0.90
-0.673 4.152 0.90
-0.673 4.192 0.90
-0.673 4.232 0.90
-0.673 4.273 0.90
-0.673 4.313 0.90
-0.673 4.354 0.90
-0.673 4.394 0.90
-0.673 4.434 0.90
-0.673 4.475 0.90
-0.673 4.515 0.90
-0.673 4.556 0.90
-0.673 4.596 0.90
-0.673 4.636 0.90
-0.673 4.677 0.90
-0.673 4.717 0.90
-0.673 4.758 0.90
-0.673 4.798 0.90
-0.673 4.838 0.90
-0.673 4.879 0.90
-0.673 4.919 0.90
-0.673 4.960 0.90
-0.673 5.000 0.90
-0.664 1.000 0.90
-0.664 1.040 0.90
-0.664 1.081 0.90
-0.664 1.121 0.90
-0.664 1.162 0.90
-0.664 1.202 0.90
-0.664 1.242 0.90
-0.664 1.283 0.90
-0.664 1.323 0.90
-0.664 1.364 0.90
-0.664 1.404 0.90
-0.664 1.444 0.90
-0.664 1.485 0.90
-0.664 1.525 0.90
-0.664 1.566 0.90
-0.664 1.606 0.90
-0.664 1.646 0.90
-0.664 1.687 0.90
-0.664 1.727 0.90
-0.664 1.768 0.90
-0.664 1.808 0.90
-0.664 1.848 0.90
-0.664 1.889 0.90
-0.664 1.929 0.90
-0.664 1.970 0.90
-0.664 2.010 0.90
-0.664 2.051 0.90
-0.664 2.091 0.90
-0.664 2.131 0.90
-0.664 2.172 0.90
-0.664 2.212 0.90
-0.664 2.253 0.90
-0.664 2.293 0.90
-0.664 2.333 0.90
-0.664 2.374 0.90
-0.664 2.414 0.90
-0.664 2.455 0.90
-0.664 2.495 0.90
-0.664 2.535 0.90
-0.664 2.576 0.90
-0.664 2.616 0.90
-0.664 2.657 0.90
-0.664 2.697 0.90
-0.664 2.737 0.90
-0.664 2.778 0.90
-0.664 2.818 0.90
-0.664 2.859 0.90
-0.664 2.899 0.90
-0.664 2.939 0.90
-0.664 2.980 0.90
-0.664 3.020 0.90
-0.664 3.061 0.90
-0.664 3.101 0.90
-0.664 3.141 0.90
-0.664 3.182 0.90
-0.664 3.222 0.90
-0.664 3.263 0.90
-0.664 3.303 0.90
-0.664 3.343 0.90
-0.664 3.384 0.90
-0.664 3.424 0.90
-0.664 3.465 0.90
-0.664 3.505 0.90
-0.664 3.545 0.90
-0.664 3.586 0.90
-0.664 3.626 0.90
-0.664 3.667 0.90
-0.664 3.707 0.90
-0.664 3.747 0.90
-0.664 3.788 0.90
-0.664 3.828 0.90
-0.664 3.869 0.90
-0.664 3.909 0.90
-0.664 3.949 0.90
-0.664 3.990 0.90
-0.664 4.030 0.90
-0.664 4.071 0.90
-0.664 4.111 0.90
-0.664 4.152 0.90
-0.664 4.192 0.90
-0.664 4.232 0.90
-0.664 4.273 0.90
-0.664 4.313 0.90
-0.664 4.354 0.90
-0.664 4.394 0.90
-0.664 4.434 0.90
-0.664 4.475 0.90
-0.664 4.515 0.90
-0.664 4.556 0.90
-0.664 4.596 0.90
-0.664 4.636 0.90
-0.664 4.677 0.90
-0.664 4.717 0.90
-0.664 4.758 0.90
-0.664 4.798 0.90
-0.664 4.838 0.90
-0.664 4.879 0.90
-0.664 4.919 0.90
-0.664 4.960 0.90
-0.664 5.000 0.90
-0.655 1.000 0.90
-0.655 1.040 0.90
-0.655 1.081 0.90
-0.655 1.121 0.90
-0.655 1.162 0.90
-0.655 1.202 0.90
-0.655 1.242 0.90
-0.655 1.283 0.90
-0.655 1.323 0.90
-0.655 1.364 0.90
-0.655 1.404 0.90
-0.655 1.444 0.90
-0.655 1.485 0.90
-0.655 1.525 0.90
-0.655 1.566 0.90
-0.655 1.606 0.90
-0.655 1.646 0.90
-0.655 1.687 0.90
-0.655 1.727 0.90
-0.655 1.768 0.90
-0.655 1.808 0.90
-0.655 1.848 0.90
-0.655 1.889 0.90
-0.655 1.929 0.90
-0.655 1.970 0.90
-0.655 2.010 0.90
-0.655 2.051 0.90
-0.655 2.091 0.90
-0.655 2.131 0.90
-0.655 2.172 0.90
-0.655 2.212 0.90
-0.655 2.253 0.90
-0.655 2.293 0.90
-0.655 2.333 0.90
-0.655 2.374 0.90
-0.655 2.414 0.90
-0.655 2.455 0.90
-0.655 2.495 0.90
-0.655 2.535 0.90
-0.655 2.576 0.90
-0.655 2.616 0.90
-0.655 2.657 0.90
-0.655 2.697 0.90
-0.655 2.737 0.90
-0.655 2.778 0.90
-0.655 2.818 0.90
-0.655 2.859 0.90
-0.655 2.899 0.90
-0.655 2.939 0.90
-0.655 2.980 0.90
-0.655 3.020 0.90
-0.655 3.061 0.90
-0.655 3.101 0.90
-0.655 3.141 0.90
-0.655 3.182 0.90
-0.655 3.222 0.90
-0.655 3.263 0.90
-0.655 3.303 0.90
-0.655 3.343 0.90
-0.655 3.384 0.90
-0.655 3.424 0.90
-0.655 3.465 0.90
-0.655 3.505 0.90
-0.655 3.545 0.90
-0.655 3.586 0.90
-0.655 3.626 0.90
-0.655 3.667 0.90
-0.655 3.707 0.90
-0.655 3.747 0.90
-0.655 3.788 0.90
-0.655 3.828 0.90
-0.655 3.869 0.90
-0.655 3.909 0.90
-0.655 3.949 0.90
-0.655 3.990 0.90
-0.655 4.030 0.90
-0.655 4.071 0.90
-0.655 4.111 0.90
-0.655 4.152 0.90
-0.655 4.192 0.90
-0.655 4.232 0.90
-0.655 4.273 0.90
-0.655 4.313 0.90
-0.655 4.354 0.90
-0.655 4.394 0.90
-0.655 4.434 0.90
-0.655 4.475 0.90
-0.655 4.515 0.90
-0.655 4.556 0.90
-0.655 4.596 0.90
-0.655 4.636 0.90
-0.655 4.677 0.90
-0.655 4.717 0.90
-0.655 4.758 0.90
-0.655 4.798 0.90
-0.655 4.838 0.90
-0.655 4.879 0.90
-0.655 4.919 0.90
-0.655 4.960 0.90
-0.655 5.000 0.90
-0.645 1.000 0.90
-0.645 1.040 0.90
-0.645 1.081 0.90
-0.645 1.121 0.90
-0.645 1.162 0.90
-0.645 1.202 0.90
-0.645 1.242 0.90
-0.645 1.283 0.90
-0.645 1.323 0.90
-0.645 1.364 0.90
-0.645 1.404 0.90
-0.645 1.444 0.90
-0.645 1.485 0.90
-0.645 1.525 0.90
-0.645 1.566 0.90
-0.645 1.606 0.90
-0.645 1.646 0.90
-0.645 1.687 0.90
-0.645 1.727 0.90
-0.645 1.768 0.90
-0.645 1.808 0.90
-0.645 1.848 0.90
-0.645 1.889 0.90
-0.645 1.929 0.90
-0.645 1.970 0.90
-0.645 2.010 0.90
-0.645 2.051 0.90
-0.645 2.091 0.90
-0.645 2.131 0.90
-0.645 2.172 0.90
-0.645 2.212 0.90
-0.645 2.253 0.90
-0.645 2.293 0.90
-0.645 2.333 0.90
-0.645 2.374 0.90
-0.645 2.414 0.90
-0.645 2.455 0.90
-0.645 2.495 0.90
-0.645 2.535 0.90
-0.645 2.576 0.90
-0.645 2.616 0.90
-0.645 2.657 0.90
-0.645 2.697 0.90
-0.645 2.737 0.90
-0.645 2.778 0.90
-0.645 2.818 0.90
-0.645 2.859 0.90
-0.645 2.899 0.90
-0.645 2.939 0.90
-0.645 2.980 0.90
-0.645 3.020 0.90
-0.645 3.061 0.90
-0.645 3.101 0.90
-0.645 3.141 0.90
-0.645 3.182 0.90
-0.645 3.222 0.90
-0.645 3.263 0.90
-0.645 3.303 0.90
-0.645 3.343 0.90
-0.645 3.384 0.90
-0.645 3.424 0.90
-0.645 3.465 0.90
-0.645 3.505 0.90
-0.645 3.545 0.90
-0.645 3.586 0.90
-0.645 3.626 0.90
-0.645 3.667 0.90
-0.645 3.707 0.90
-0.645 3.747 0.90
-0.645 3.788 0.90
-0.645 3.828 0.90
-0.645 3.869 0.90
-0.645 3.909 0.90
-0.645 3.949 0.90
-0.645 3.990 0.90
-0.645 4.030 0.90
-0.645 4.071 0.90
-0.645 4.111 0.90
-0.645 4.152 0.90
-0.645 4.192 0.90
-0.645 4.232 0.90
-0.645 4.273 0.90
-0.645 4.313 0.90
-0.645 4.354 0.90
-0.645 4.394 0.90
-0.645 4.434 0.90
-0.645 4.475 0.90
-0.645 4.515 0.90
-0.645 4.556 0.90
-0.645 4.596 0.90
-0.645 4.636 0.90
-0.645 4.677 0.90
-0.645 4.717 0.90
-0.645 4.758 0.90
-0.645 4.798 0.90
-0.645 4.838 0.90
-0.645 4.879 0.90
-0.645 4.919 0.90
-0.645 4.960 0.90
-0.645 5.000 0.90
-0.636 1.000 0.90
-0.636 1.040 0.90
-0.636 1.081 0.90
-0.636 1.121 0.90
-0.636 1.162 0.90
-0.636 1.202 0.90
-0.636 1.242 0.90
-0.636 1.283 0.90
-0.636 1.323 0.90
-0.636 1.364 0.90
-0.636 1.404 0.90
-0.636 1.444 0.90
-0.636 1.485 0.90
-0.636 1.525 0.90
-0.636 1.566 0.90
-0.636 1.606 0.90
-0.636 1.646 0.90
-0.636 1.687 0.90
-0.636 1.727 0.90
-0.636 1.768 0.90
-0.636 1.808 0.90
-0.636 1.848 0.90
-0.636 1.889 0.90
-0.636 1.929 0.90
-0.636 1.970 0.90
-0.636 2.010 0.90
-0.636 2.051 0.90
-0.636 2.091 0.90
-0.636 2.131 0.90
-0.636 2.172 0.90
-0.636 2.212 0.90
-0.636 2.253 0.90
-0.636 2.293 0.90
-0.636 2.333 0.90
-0.636 2.374 0.90
-0.636 2.414 0.90
-0.636 2.455 0.90
-0.636 2.495 0.90
-0.636 2.535 0.90
-0.636 2.576 0.90
-0.636 2.616 0.90
-0.636 2.657 0.90
-0.636 2.697 0.90
-0.636 2.737 0.90
-0.636 2.778 0.90
-0.636 2.818 0.90
-0.636 2.859 0.90
-0.636 2.899 0.90
-0.636 2.939 0.90
-0.636 2.980 0.90
-0.636 3.020 0.90
-0.636 3.061 0.90
-0.636 3.101 0.90
-0.636 3.141 0.90
-0.636 3.182 0.90
-0.636 3.222 0.90
-0.636 3.263 0.90
-0.636 3.303 0.90
-0.636 3.343 0.90
-0.636 3.384 0.90
-0.636 3.424 0.90
-0.636 3.465 0.90
-0.636 3.505 0.90
-0.636 3.545 0.90
-0.636 3.586 0.90
-0.636 3.626 0.90
-0.636 3.667 0.90
-0.636 3.707 0.90
-0.636 3.747 0.90
-0.636 3.788 0.90
-0.636 3.828 0.90
-0.636 3.869 0.90
-0.636 3.909 0.90
-0.636 3.949 0.90
-0.636 3.990 0.90
-0.636 4.030 0.90
-0.636 4.071 0.90
-0.636 4.111 0.90
-0.636 4.152 0.90
-0.636 4.192 0.90
-0.636 4.232 0.90
-0.636 4.273 0.90
-0.636 4.313 0.90
-0.636 4.354 0.90
-0.636 4.394 0.90
-0.636 4.434 0.90
-0.636 4.475 0.90
-0.636 4.515 0.90
-0.636 4.556 0.90
-0.636 4.596 0.90
-0.636 4.636 0.90
-0.636 4.677 0.90
-0.636 4.717 0.90
-0.636 4.758 0.90
-0.636 4.798 0.90
-0.636 4.838 0.90
-0.636 4.879 0.90
-0.636 4.919 0.90
-0.636 4.960 0.90
-0.636 5.000 0.90
-0.627 1.000 0.90
-0.627 1.040 0.90
-0.627 1.081 0.90
-0.627 1.121 0.90
-0.627 1.162 0.90
-0.627 1.202 0.90
-0.627 1.242 0.90
-0.627 1.283 0.90
-0.627 1.323 0.90
-0.627 1.364 0.90
-0.627 1.404 0.90
-0.627 1.444 0.90
-0.627 1.485 0.90
-0.627 1.525 0.90
-0.627 1.566 0.90
-0.627 1.606 0.90
-0.627 1.646 0.90
-0.627 1.687 0.90
-0.627 1.727 0.90
-0.627 1.768 0.90
-0.627 1.808 0.90
-0.627 1.848 0.90
-0.627 1.889 0.90
-0.627 1.929 0.90
-0.627 1.970 0.90
-0.627 2.010 0.90
-0.627 2.051 0.90
-0.627 2.091 0.90
-0.627 2.131 0.90
-0.627 2.172 0.90
-0.627 2.212 0.90
-0.627 2.253 0.90
-0.627 2.293 0.90
-0.627 2.333 0.90
-0.627 2.374 0.90
-0.627 2.414 0.90
-0.627 2.455 0.90
-0.627 2.495 0.90
-0.627 2.535 0.90
-0.627 2.576 0.90
-0.627 2.616 0.90
-0.627 2.657 0.90
-0.627 2.697 0.90
-0.627 2.737 0.90
-0.627 2.778 0.90
-0.627 2.818 0.90
-0.627 2.859 0.90
-0.627 2.899 0.90
-0.627 2.939 0.90
-0.627 2.980 0.90
-0.627 3.020 0.90
-0.627 3.061 0.90
-0.627 3.101 0.90
-0.627 3.141 0.90
-0.627 3.182 0.90
-0.627 3.222 0.90
-0.627 3.263 0.90
-0.627 3.303 0.90
-0.627 3.343 0.90
-0.627 3.384 0.90
-0.627 3.424 0.90
-0.627 3.465 0.90
-0.627 3.505 0.90
-0.627 3.545 0.90
-0.627 3.586 0.90
-0.627 3.626 0.90
-0.627 3.667 0.90
-0.627 3.707 0.90
-0.627 3.747 0.90
-0.627 3.788 0.90
-0.627 3.828 0.90
-0.627 3.869 0.90
-0.627 3.909 0.90
-0.627 3.949 0.90
-0.627 3.990 0.90
-0.627 4.030 0.90
-0.627 4.071 0.90
-0.627 4.111 0.90
-0.627 4.152 0.90
-0.627 4.192 0.90
-0.627 4.232 0.90
-0.627 4.273 0.90
-0.627 4.313 0.90
-0.627 4.354 0.90
-0.627 4.394 0.90
-0.627 4.434 0.90
-0.627 4.475 0.90
-0.627 4.515 0.90
-0.627 4.556 0.90
-0.627 4.596 0.90
-0.627 4.636 0.90
-0.627 4.677 0.90
-0.627 4.717 0.90
-0.627 4.758 0.90
-0.627 4.798 0.90
-0.627 4.838 0.90
-0.627 4.879 0.90
-0.627 4.919 0.90
-0.627 4.960 0.90
-0.627 5.000 0.90
-0.618 1.000 0.90
-0.618 1.040 0.90
-0.618 1.081 0.90
-0.618 1.121 0.90
-0.618 1.162 0.90
-0.618 1.202 0.90
-0.618 1.242 0.90
-0.618 1.283 0.90
-0.618 1.323 0.90
-0.618 1.364 0.90
-0.618 1.404 0.90
-0.618 1.444 0.90
-0.618 1.485 0.90
-0.618 1.525 0.90
-0.618 1.566 0.90
-0.618 1.606 0.90
-0.618 1.646 0.90
-0.618 1.687 0.90
-0.618 1.727 0.90
-0.618 1.768 0.90
-0.618 1.808 0.90
-0.618 1.848 0.90
-0.618 1.889 0.90
-0.618 1.929 0.90
-0.618 1.970 0.90
-0.618 2.010 0.90
-0.618 2.051 0.90
-0.618 2.091 0.90
-0.618 2.131 0.90
-0.618 2.172 0.90
-0.618 2.212 0.90
-0.618 2.253 0.90
-0.618 2.293 0.90
-0.618 2.333 0.90
-0.618 2.374 0.90
-0.618 2.414 0.90
-0.618 2.455 0.90
-0.618 2.495 0.90
-0.618 2.535 0.90
-0.618 2.576 0.90
-0.618 2.616 0.90
-0.618 2.657 0.90
-0.618 2.697 0.90
-0.618 2.737 0.90
-0.618 2.778 0.90
-0.618 2.818 0.90
-0.618 2.859 0.90
-0.618 2.899 0.90
-0.618 2.939 0.90
-0.618 2.980 0.90
-0.618 3.020 0.90
-0.618 3.061 0.90
-0.618 3.101 0.90
-0.618 3.141 0.90
-0.618 3.182 0.90
-0.618 3.222 0.90
-0.618 3.263 0.90
-0.618 3.303 0.90
-0.618 3.343 0.90
-0.618 3.384 0.90
-0.618 3.424 0.90
-0.618 3.465 0.90
-0.618 3.505 0.90
-0.618 3.545 0.90
-0.618 3.586 0.90
-0.618 3.626 0.90
-0.618 3.667 0.90
-0.618 3.707 0.90
-0.618 3.747 0.90
-0.618 3.788 0.90
-0.618 3.828 0.90
-0.618 3.869 0.90
-0.618 3.909 0.90
-0.618 3.949 0.90
-0.618 3.990 0.90
-0.618 4.030 0.90
-0.618 4.071 0.90
-0.618 4.111 0.90
-0.618 4.152 0.90
-0.618 4.192 0.90
-0.618 4.232 0.90
-0.618 4.273 0.90
-0.618 4.313 0.90
-0.618 4.354 0.90
-0.618 4.394 0.90
-0.618 4.434 0.90
-0.618 4.475 0.90
-0.618 4.515 0.90
-0.618 4.556 0.90
-0.618 4.596 0.90
-0.618 4.636 0.90
-0.618 4.677 0.90
-0.618 4.717 0.90
-0.618 4.758 0.90
-0.618 4.798 0.90
-0.618 4.838 0.90
-0.618 4.879 0.90
-0.618 4.919 0.90
-0.618 4.960 0.90
-0.618 5.000 0.90
-0.609 1.000 0.90
-0.609 1.040 0.90
-0.609 1.081 0.90
-0.609 1.121 0.90
-0.609 1.162 0.90
-0.609 1.202 0.90
-0.609 1.242 0.90
-0.609 1.283 0.90
-0.609 1.323 0.90
-0.609 1.364 0.90
-0.609 1.404 0.90
-0.609 1.444 0.90
-0.609 1.485 0.90
-0.609 1.525 0.90
-0.609 1.566 0.90
-0.609 1.606 0.90
-0.609 1.646 0.90
-0.609 1.687 0.90
-0.609 1.727 0.90
-0.609 1.768 0.90
-0.609 1.808 0.90
-0.609 1.848 0.90
-0.609 1.889 0.90
-0.609 1.929 0.90
-0.609 1.970 0.90
-0.609 2.010 0.90
-0.609 2.051 0.90
-0.609 2.091 0.90
-0.609 2.131 0.90
-0.609 2.172 0.90
-0.609 2.212 0.90
-0.609 2.253 0.90
-0.609 2.293 0.90
-0.609 2.333 0.90
-0.609 2.374 0.90
-0.609 2.414 0.90
-0.609 2.455 0.90
-0.609 2.495 0.90
-0.609 2.535 0.90
-0.609 2.576 0.90
-0.609 2.616 0.90
-0.609 2.657 0.90
-0.609 2.697 0.90
-0.609 2.737 0.90
-0.609 2.778 0.90
-0.609 2.818 0.90
-0.609 2.859 0.90
-0.609 2.899 0.90
-0.609 2.939 0.90
-0.609 2.980 0.90
-0.609 3.020 0.90
-0.609 3.061 0.90
-0.609 3.101 0.90
-0.609 3.141 0.90
-0.609 3.182 0.90
-0.609 3.222 0.90
-0.609 3.263 0.90
-0.609 3.303 0.90
-0.609 3.343 0.90
-0.609 3.384 0.90
-0.609 3.424 0.90
-0.609 3.465 0.90
-0.609 3.505 0.90
-0.609 3.545 0.90
-0.609 3.586 0.90
-0.609 3.626 0.90
-0.609 3.667 0.90
-0.609 3.707 0.90
-0.609 3.747 0.90
-0.609 3.788 0.90
-0.609 3.828 0.90
-0.609 3.869 0.90
-0.609 3.909 0.90
-0.609 3.949 0.90
