i coeff
1 0.295018
8 0.233720
14 0.057414
6 0.009779
13 0.000000
12 0.000000
10 0.000000
7 0.000000
3 0.000000
0 0.000000
5 -0.090152
9 -0.098065
11 -0.200840
4 -0.272883
2 -0.304167
